persona,visit_id,visit_time,visit_description,place_id,url,title,domain,visit_count,interest,title_name
Youssef,61960,2025-01-28 03:55:00,From Bookmark,1018,https://scholar.google.com/,Google Scholar,scholar.google.com,21,Students,
Jessica,69419,2025-01-28 03:56:00,Typed in Address Bar,1128,https://www.nhs.uk/followup/the,Follow-up on the,www.nhs.uk,39,Caregivers,
Jessica,56372,2025-01-28 04:06:00,Other,1131,https://www.parents.com/,"parents: trusted parenting information for raising the future parents empowers today's families with trustworthy information from experts, empathetic advice, and a supportive community.",www.parents.com,3,Caregivers,
Peter,57009,2025-01-28 04:22:00,From Bookmark,1034,https://mail.google.com/mail/u/0/,Gmail,mail.google.com,47,Workholics,
Jessica,10814,2025-01-28 04:24:00,From Bookmark,1132,https://www.parents.com/followup/parents:,Follow-up on parents:,www.parents.com,64,Caregivers,
Peter,27234,2025-01-28 04:36:00,From Bookmark,1148,https://trello.com/,"Capture, organize, and tackle your to-dos from anywhere | Trello",trello.com,19,Workholics,
John,12995,2025-01-28 04:40:00,Link Clicked,1133,https://www.disneyplus.com/,Stream Unlimited Movies and TV Series - Disney+ United States,www.disneyplus.com,70,Entertainment Connoisseur,
Theo,20045,2025-01-28 04:42:00,Typed in Address Bar,1112,https://www.goodreads.com/followup/follow-up,Follow-up on Follow-up,www.goodreads.com,45,Book Worm,
Robert,23551,2025-01-28 04:42:00,Typed in Address Bar,1117,https://www.triptuner.com/,TripTuner - Discover Your Next Destination,www.triptuner.com,84,Vacation/Trip Planner,
Mina,78847,2025-01-28 04:57:00,Link Clicked,1066,https://www.nhs.uk/,"the nhs website - nhs find information and advice on health conditions, symptoms, healthy living, medicines and how to get help.",www.nhs.uk,25,Caregivers,
Peter,62502,2025-01-28 05:04:00,Link Clicked,1021,https://www.backpacker.com/,"Backpacker – Hiking, Backpacking Gear Reviews & Trail Advice",www.backpacker.com,82,Outdoor Explorer,
John,51638,2025-01-28 05:04:00,Link Clicked,1030,https://www.coursera.org/,"coursera | online courses & credentials from top educators. join for free learn online and earn valuable credentials from top universities like yale, michigan, stanford, and leading companies like google and ibm. join coursera for free and transform your career with degrees, certificates, specializations, & moocs in data science, computer science, business, and dozens of other topics.",www.coursera.org,48,Students,
Jessica,36722,2025-01-28 05:20:00,Other,1023,https://www.simplyrecipes.com/,"simply recipes - less stress. more joy simply recipes is here to help you cook delicious meals with less stress and more joy. we offer recipes and cooking advice for home cooks, by home cooks. helping create “kitchen wins” is what we’re all about.",www.simplyrecipes.com,67,Caregivers,
Theo,44584,2025-01-28 05:37:00,From Bookmark,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",www.audible.com,98,Book Worm,
Anna,82205,2025-01-28 05:42:00,Typed in Address Bar,1069,https://meet.google.com/,"Google Meet - Online Video Calls, Meetings and Conferencing",meet.google.com,46,Workholics,
Theo,47935,2025-01-28 05:59:00,Other,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",www.nytimes.com,14,Book Worm,
Anna,63153,2025-01-28 06:05:00,From Bookmark,1057,https://www.atlassian.com/software/jira,"atlassian | software development and collaboration tools millions of users globally rely on atlassian products every day for improving software development, project management, collaboration, and code quality.",www.atlassian.com,56,Workholics,
John,98338,2025-01-28 06:05:00,Other,1017,https://www.academia.edu/,"Academia.edu - Find Research Papers, Topics, Researchers",www.academia.edu,76,Students,
Theo,30937,2025-01-28 06:14:00,Link Clicked,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",www.goodreads.com,54,Book Worm,
Anna,52224,2025-01-28 06:16:00,Link Clicked,1029,https://zoom.us/,"video conferencing, cloud phone, webinars, chat, virtual events | zoom zoom's secure, reliable video platform powers all of your communication needs, including meetings, chat, phone, webinars, and online events.",zoom.us,87,Workholics,
John,76979,2025-01-28 06:26:00,Typed in Address Bar,1134,https://www.disneyplus.com/followup/stream,Follow-up on Stream,www.disneyplus.com,87,Entertainment Connoisseur,
Mina,85592,2025-01-28 06:38:00,Typed in Address Bar,1016,https://outlook.office365.com/mail/,sign in to outlook,outlook.office365.com,20,Workholics,
Youssef,45279,2025-01-28 06:46:00,From Bookmark,1088,https://www.youtube.com/,"youtube enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on youtube.",www.youtube.com,27,Students,
Youssef,91195,2025-01-28 06:48:00,Typed in Address Bar,1017,https://www.academia.edu/,"Academia.edu - Find Research Papers, Topics, Researchers",www.academia.edu,96,Students,
Mina,56976,2025-01-28 06:53:00,Other,1102,https://outlook.office365.com/followup/sign,Follow-up on sign,outlook.office365.com,6,Workholics,
Theo,84465,2025-01-28 06:58:00,Link Clicked,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",www.audible.com,38,Book Worm,
Anna,74957,2025-01-28 06:59:00,Link Clicked,1026,https://docs.google.com/document/d/example,sign in - google accounts,docs.google.com,51,Workholics,
Robert,29373,2025-01-28 07:11:00,Other,1121,https://www.fodors.com/,Fodor's Travel – Expert Trip Planning and Travel Guides,www.fodors.com,5,Vacation/Trip Planner,
Jessica,20888,2025-01-28 07:18:00,Link Clicked,1132,https://www.parents.com/followup/parents:,Follow-up on parents:,www.parents.com,83,Caregivers,
Jessica,52535,2025-01-28 07:35:00,Other,1037,https://www.yogajournal.com/,"Yoga Journal – Yoga Poses, Meditation & Healthy Living",www.yogajournal.com,47,Wellness Professionals,
Mina,85740,2025-01-28 07:42:00,From Bookmark,1113,https://outlook.office365.com/followup/follow-up,Follow-up on Follow-up,outlook.office365.com,34,Workholics,
John,57501,2025-01-28 07:59:00,From Bookmark,1186,https://www.disneyplus.com/followup/follow-up,Follow-up on Follow-up,www.disneyplus.com,67,Entertainment Connoisseur,
Youssef,82444,2025-01-28 08:09:00,Link Clicked,1088,https://www.youtube.com/,"youtube enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on youtube.",www.youtube.com,17,Students,
Jessica,20464,2025-01-28 08:16:00,From Bookmark,1099,https://www.yogajournal.com/followup/yoga,Follow-up on Yoga,www.yogajournal.com,52,Wellness Professionals,
Robert,51970,2025-01-28 08:16:00,Typed in Address Bar,1077,https://www.expedia.com/,"Expedia – Flights, Hotels, Car Rentals, and Vacation Packages",www.expedia.com,82,Vacation/Trip Planner,
Jessica,11521,2025-01-28 08:17:00,Link Clicked,1066,https://www.nhs.uk/,"the nhs website - nhs find information and advice on health conditions, symptoms, healthy living, medicines and how to get help.",www.nhs.uk,78,Caregivers,
Robert,17824,2025-01-28 08:27:00,Typed in Address Bar,1106,https://www.hopper.com/,"Hopper – Predict Flight & Hotel Prices, Save Big",www.hopper.com,6,Vacation/Trip Planner,
Peter,86365,2025-01-28 08:29:00,Link Clicked,1016,https://outlook.office365.com/mail/,sign in to outlook,outlook.office365.com,95,Workholics,
Youssef,58129,2025-01-28 08:39:00,Other,1017,https://www.academia.edu/,"Academia.edu - Find Research Papers, Topics, Researchers",www.academia.edu,81,Students,
Theo,76345,2025-01-28 08:43:00,Typed in Address Bar,1111,https://www.librarything.com/,librarything | catalog your books online,www.librarything.com,38,Book Worm,
Peter,12653,2025-01-28 08:48:00,From Bookmark,1166,"https://trello.com/followup/capture,","Follow-up on Capture,",trello.com,28,Workholics,
John,50143,2025-01-28 08:49:00,From Bookmark,1043,https://www.researchgate.net/,researchgate | find and share research access 130+ million publications and connect with 20+ million researchers. join for free and gain visibility by uploading your research.,www.researchgate.net,22,Students,
Peter,51391,2025-01-28 08:49:00,Link Clicked,1061,https://www.outdoorlife.com/,"outdoor life: hunting, fishing, gear reviews, survival tips expert hunting and fishing tips, new gear reviews, and everything else you need to know about outdoor adventure. this is outdoor life.",www.outdoorlife.com,76,Outdoor Explorer,
John,28712,2025-01-28 08:54:00,Typed in Address Bar,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",www.goodreads.com,5,Book Worm,
Jessica,39038,2025-01-28 08:55:00,From Bookmark,1099,https://www.yogajournal.com/followup/yoga,Follow-up on Yoga,www.yogajournal.com,62,Wellness Professionals,
Robert,39354,2025-01-28 08:55:00,Typed in Address Bar,1028,https://slack.com/,"slack is where the future works slack is a new way to communicate with your team. itâs faster, better organized, and more secure than email.",slack.com,61,Workholics,
John,32373,2025-01-28 08:57:00,Typed in Address Bar,1133,https://www.disneyplus.com/,Stream Unlimited Movies and TV Series - Disney+ United States,www.disneyplus.com,24,Entertainment Connoisseur,
Mina,89426,2025-01-28 08:59:00,Link Clicked,1113,https://outlook.office365.com/followup/follow-up,Follow-up on Follow-up,outlook.office365.com,65,Workholics,
Mina,84291,2025-01-28 09:00:00,Typed in Address Bar,1026,https://docs.google.com/document/d/example,sign in - google accounts,docs.google.com,10,Workholics,
Mina,55825,2025-01-28 09:15:00,Typed in Address Bar,1056,https://www.healthline.com/,Healthline: Medical information and health advice you can trust.,www.healthline.com,45,Wellness Professionals,
John,26948,2025-01-28 09:28:00,Typed in Address Bar,1110,https://www.imdb.com/,"imdb: ratings, reviews, and where to watch the best movies & tv shows imdb is the world's most popular and authoritative source for movie, tv and celebrity content. find ratings and reviews for the newest movie and tv shows. get personalized recommendations, and learn where to watch across hundreds of streaming providers.",www.imdb.com,39,Entertainment Connoisseur,
Peter,97084,2025-01-28 09:35:00,Typed in Address Bar,1167,https://trello.com/followup/follow-up,Follow-up on Follow-up,trello.com,15,Workholics,
Anna,80203,2025-01-28 09:36:00,Link Clicked,1035,https://zoom.us/followup/video,Follow-up on video,zoom.us,96,Workholics,
Mina,60138,2025-01-28 09:48:00,From Bookmark,1113,https://outlook.office365.com/followup/follow-up,Follow-up on Follow-up,outlook.office365.com,4,Workholics,
Anna,33464,2025-01-28 10:07:00,Link Clicked,1075,https://docs.google.com/followup/sign,Follow-up on sign,docs.google.com,76,Workholics,
Peter,28372,2025-01-28 10:07:00,From Bookmark,1020,https://drive.google.com/,Google Drive: Sign-in,drive.google.com,75,Workholics,
Peter,32918,2025-01-28 10:10:00,Link Clicked,1026,https://docs.google.com/document/d/example,sign in - google accounts,docs.google.com,83,Workholics,
Youssef,51822,2025-01-28 10:11:00,Link Clicked,1018,https://scholar.google.com/,Google Scholar,scholar.google.com,41,Students,
John,47606,2025-01-28 10:16:00,From Bookmark,1091,https://www.comixology.com/,    kindle comics,www.comixology.com,80,Entertainment Connoisseur,
Robert,84307,2025-01-28 10:16:00,Link Clicked,1042,https://slack.com/followup/slack,Follow-up on slack,slack.com,29,Workholics,
Robert,24364,2025-01-28 10:17:00,Typed in Address Bar,1034,https://mail.google.com/mail/u/0/,Gmail,mail.google.com,8,Workholics,
Mina,21738,2025-01-28 10:21:00,From Bookmark,1023,https://www.simplyrecipes.com/,"simply recipes - less stress. more joy simply recipes is here to help you cook delicious meals with less stress and more joy. we offer recipes and cooking advice for home cooks, by home cooks. helping create “kitchen wins” is what we’re all about.",www.simplyrecipes.com,18,Caregivers,
Theo,27639,2025-01-28 10:29:00,From Bookmark,1115,https://www.librarything.com/followup/librarything,Follow-up on librarything,www.librarything.com,20,Book Worm,
Jessica,14108,2025-01-28 10:37:00,Typed in Address Bar,1100,https://www.yogajournal.com/followup/follow-up,Follow-up on Follow-up,www.yogajournal.com,1,Wellness Professionals,
Anna,91217,2025-01-28 10:50:00,Link Clicked,1026,https://docs.google.com/document/d/example,sign in - google accounts,docs.google.com,15,Workholics,
Youssef,36719,2025-01-28 10:56:00,Typed in Address Bar,1027,https://www.academia.edu/followup/academia.edu,Follow-up on Academia.edu,www.academia.edu,35,Students,
Youssef,74584,2025-01-28 10:58:00,Typed in Address Bar,1043,https://www.researchgate.net/,researchgate | find and share research access 130+ million publications and connect with 20+ million researchers. join for free and gain visibility by uploading your research.,www.researchgate.net,82,Students,
Anna,51206,2025-01-28 11:12:00,Other,1034,https://mail.google.com/mail/u/0/,Gmail,mail.google.com,22,Workholics,
Youssef,27570,2025-01-28 11:17:00,Other,1119,https://www.academia.edu/followup/follow-up,Follow-up on Follow-up,www.academia.edu,26,Students,
Anna,69827,2025-01-28 11:17:00,Other,1069,https://meet.google.com/,"Google Meet - Online Video Calls, Meetings and Conferencing",meet.google.com,18,Workholics,
John,32996,2025-01-28 11:22:00,From Bookmark,1134,https://www.disneyplus.com/followup/stream,Follow-up on Stream,www.disneyplus.com,57,Entertainment Connoisseur,
Jessica,10356,2025-01-28 11:27:00,Other,1173,https://mychart.examplehospital.com/,MyChart – Secure Online Health Records and Appointments,mychart.examplehospital.com,100,Caregivers,
John,56664,2025-01-28 11:28:00,Link Clicked,1126,https://www.imdb.com/followup/imdb:,Follow-up on imdb:,www.imdb.com,67,Entertainment Connoisseur,
Youssef,45412,2025-01-28 11:31:00,Other,1017,https://www.academia.edu/,"Academia.edu - Find Research Papers, Topics, Researchers",www.academia.edu,70,Students,
Peter,35450,2025-01-28 11:32:00,From Bookmark,1021,https://www.backpacker.com/,"Backpacker – Hiking, Backpacking Gear Reviews & Trail Advice",www.backpacker.com,70,Outdoor Explorer,
John,12863,2025-01-28 11:32:00,Link Clicked,1150,https://www.imdb.com/followup/follow-up,Follow-up on Follow-up,www.imdb.com,3,Entertainment Connoisseur,
Theo,17816,2025-01-28 11:36:00,Other,1207,https://www.audible.com/followup/audible.com,Follow-up on audible.com,www.audible.com,18,Book Worm,
John,20455,2025-01-28 11:39:00,Other,1091,https://www.comixology.com/,    kindle comics,www.comixology.com,57,Entertainment Connoisseur,
John,39063,2025-01-28 12:01:00,Typed in Address Bar,1124,https://www.comixology.com/followup/kindle,Follow-up on kindle,www.comixology.com,50,Entertainment Connoisseur,
Jessica,74399,2025-01-28 12:20:00,Typed in Address Bar,1037,https://www.yogajournal.com/,"Yoga Journal – Yoga Poses, Meditation & Healthy Living",www.yogajournal.com,66,Wellness Professionals,
Robert,39968,2025-01-28 12:36:00,From Bookmark,1022,https://calendar.google.com/calendar/u/0/r,"Google Calendar - Easier Time Management, Appointments & Scheduling",calendar.google.com,6,Workholics,
Peter,25673,2025-01-28 12:38:00,Typed in Address Bar,1149,https://www.backpacker.com/followup/backpacker,Follow-up on Backpacker,www.backpacker.com,5,Outdoor Explorer,
John,49959,2025-01-28 12:39:00,Typed in Address Bar,1150,https://www.imdb.com/followup/follow-up,Follow-up on Follow-up,www.imdb.com,90,Entertainment Connoisseur,
Jessica,64055,2025-01-28 12:39:00,From Bookmark,1037,https://www.yogajournal.com/,"Yoga Journal – Yoga Poses, Meditation & Healthy Living",www.yogajournal.com,46,Wellness Professionals,
Peter,83816,2025-01-28 12:44:00,Typed in Address Bar,1034,https://mail.google.com/mail/u/0/,Gmail,mail.google.com,55,Workholics,
Youssef,34656,2025-01-28 12:47:00,From Bookmark,1015,https://www.khanacademy.org/,"khan academy | free online courses, lessons & practice learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. khan academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.",www.khanacademy.org,35,Students,
Mina,96313,2025-01-28 13:01:00,Other,1022,https://calendar.google.com/calendar/u/0/r,"Google Calendar - Easier Time Management, Appointments & Scheduling",calendar.google.com,87,Workholics,
Peter,70771,2025-01-28 13:16:00,From Bookmark,1149,https://www.backpacker.com/followup/backpacker,Follow-up on Backpacker,www.backpacker.com,21,Outdoor Explorer,
Youssef,50873,2025-01-28 13:18:00,Link Clicked,1043,https://www.researchgate.net/,researchgate | find and share research access 130+ million publications and connect with 20+ million researchers. join for free and gain visibility by uploading your research.,www.researchgate.net,34,Students,
Youssef,22763,2025-01-28 13:26:00,Typed in Address Bar,1030,https://www.coursera.org/,"coursera | online courses & credentials from top educators. join for free learn online and earn valuable credentials from top universities like yale, michigan, stanford, and leading companies like google and ibm. join coursera for free and transform your career with degrees, certificates, specializations, & moocs in data science, computer science, business, and dozens of other topics.",www.coursera.org,91,Students,
Jessica,67955,2025-01-28 13:29:00,Other,1099,https://www.yogajournal.com/followup/yoga,Follow-up on Yoga,www.yogajournal.com,51,Wellness Professionals,
Jessica,30250,2025-01-28 13:31:00,Link Clicked,1099,https://www.yogajournal.com/followup/yoga,Follow-up on Yoga,www.yogajournal.com,2,Wellness Professionals,
Anna,79642,2025-01-28 13:52:00,From Bookmark,1075,https://docs.google.com/followup/sign,Follow-up on sign,docs.google.com,16,Workholics,
John,80014,2025-01-28 14:04:00,Typed in Address Bar,1133,https://www.disneyplus.com/,Stream Unlimited Movies and TV Series - Disney+ United States,www.disneyplus.com,37,Entertainment Connoisseur,
John,72621,2025-01-28 14:06:00,Other,1135,https://letterboxd.com/,"letterboxd • social film discovery. letterboxd is a social platform for sharing your taste in film. use it as a diary to record your opinion about films as you watch them, or just to keep track of films you’ve seen in the past. rate, review and tag films as you add them. find and follow your friends to see what they’re enjoying. keep a watchlist of films you’d like to see, and create lists/collections on any topic.",letterboxd.com,39,Entertainment Connoisseur,
Mina,15445,2025-01-28 14:07:00,Other,1131,https://www.parents.com/,"parents: trusted parenting information for raising the future parents empowers today's families with trustworthy information from experts, empathetic advice, and a supportive community.",www.parents.com,37,Caregivers,
Anna,99748,2025-01-28 14:18:00,Typed in Address Bar,1034,https://mail.google.com/mail/u/0/,Gmail,mail.google.com,31,Workholics,
Peter,67789,2025-01-28 14:21:00,Typed in Address Bar,1057,https://www.atlassian.com/software/jira,"atlassian | software development and collaboration tools millions of users globally rely on atlassian products every day for improving software development, project management, collaboration, and code quality.",www.atlassian.com,85,Workholics,
Youssef,90371,2025-01-28 14:29:00,Typed in Address Bar,1015,https://www.khanacademy.org/,"khan academy | free online courses, lessons & practice learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. khan academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.",www.khanacademy.org,46,Students,
John,63333,2025-01-28 14:38:00,Link Clicked,1015,https://www.khanacademy.org/,"khan academy | free online courses, lessons & practice learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. khan academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.",www.khanacademy.org,34,Students,
Jessica,16176,2025-01-28 14:43:00,Typed in Address Bar,1071,https://www.healthline.com/nutrition,Healthline: Medical information and health advice you can trust.,www.healthline.com,83,Wellness Professionals,
Mina,72049,2025-01-28 14:44:00,From Bookmark,1132,https://www.parents.com/followup/parents:,Follow-up on parents:,www.parents.com,74,Caregivers,
Jessica,15488,2025-01-28 14:58:00,Typed in Address Bar,1100,https://www.yogajournal.com/followup/follow-up,Follow-up on Follow-up,www.yogajournal.com,57,Wellness Professionals,
Mina,68317,2025-01-28 15:02:00,From Bookmark,1022,https://calendar.google.com/calendar/u/0/r,"Google Calendar - Easier Time Management, Appointments & Scheduling",calendar.google.com,98,Workholics,
Anna,72828,2025-01-28 15:19:00,Typed in Address Bar,1083,https://docs.google.com/followup/follow-up,Follow-up on Follow-up,docs.google.com,69,Workholics,
Youssef,96278,2025-01-28 15:26:00,Other,1015,https://www.khanacademy.org/,"khan academy | free online courses, lessons & practice learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. khan academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.",www.khanacademy.org,31,Students,
Jessica,12159,2025-01-28 15:27:00,Link Clicked,1100,https://www.yogajournal.com/followup/follow-up,Follow-up on Follow-up,www.yogajournal.com,78,Wellness Professionals,
Jessica,70864,2025-01-28 15:28:00,Other,1062,https://www.myfitnesspal.com/,Calorie Tracker & BMR Calculator to Reach Your Goals | MyFitnessPal,www.myfitnesspal.com,8,Wellness Professionals,
Robert,11470,2025-01-28 15:29:00,Link Clicked,1058,https://slack.com/followup/follow-up,Follow-up on Follow-up,slack.com,19,Workholics,
Theo,12946,2025-01-28 15:32:00,Link Clicked,1115,https://www.librarything.com/followup/librarything,Follow-up on librarything,www.librarything.com,2,Book Worm,
Peter,55515,2025-01-28 15:36:00,Typed in Address Bar,1051,https://www.notion.so/,The AI workspace that works for you. | Notion,www.notion.so,54,Workholics,
John,37840,2025-01-28 15:40:00,Link Clicked,1015,https://www.khanacademy.org/,"khan academy | free online courses, lessons & practice learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. khan academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.",www.khanacademy.org,48,Students,
Youssef,89872,2025-01-28 15:47:00,From Bookmark,1088,https://www.youtube.com/,"youtube enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on youtube.",www.youtube.com,51,Students,
Peter,43173,2025-01-28 15:48:00,From Bookmark,1148,https://trello.com/,"Capture, organize, and tackle your to-dos from anywhere | Trello",trello.com,35,Workholics,
Theo,26651,2025-01-28 16:02:00,From Bookmark,1212,https://www.yelp.com/,"Restaurants, Dentists, Bars, Beauty Salons, Doctors - Yelp",www.yelp.com,47,Local Explorer,
John,30756,2025-01-28 16:02:00,Typed in Address Bar,1133,https://www.disneyplus.com/,Stream Unlimited Movies and TV Series - Disney+ United States,www.disneyplus.com,68,Entertainment Connoisseur,
John,28048,2025-01-28 16:03:00,Other,1134,https://www.disneyplus.com/followup/stream,Follow-up on Stream,www.disneyplus.com,99,Entertainment Connoisseur,
Mina,91229,2025-01-28 16:10:00,Other,1105,https://schoolportal.edu/login,"School Portal – Student Grades, Attendance & Communication",schoolportal.edu,70,Caregivers,
Jessica,35463,2025-01-28 16:17:00,Other,1056,https://www.healthline.com/,Healthline: Medical information and health advice you can trust.,www.healthline.com,6,Wellness Professionals,
Anna,53522,2025-01-28 16:19:00,From Bookmark,1083,https://docs.google.com/followup/follow-up,Follow-up on Follow-up,docs.google.com,78,Workholics,
John,81050,2025-01-28 16:24:00,From Bookmark,1134,https://www.disneyplus.com/followup/stream,Follow-up on Stream,www.disneyplus.com,43,Entertainment Connoisseur,
Peter,67436,2025-01-28 16:37:00,Link Clicked,1051,https://www.notion.so/,The AI workspace that works for you. | Notion,www.notion.so,84,Workholics,
Youssef,92720,2025-01-28 16:38:00,From Bookmark,1089,https://www.youtube.com/followup/youtube,Follow-up on youtube,www.youtube.com,41,Students,
Youssef,30698,2025-01-28 16:40:00,Link Clicked,1088,https://www.youtube.com/,"youtube enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on youtube.",www.youtube.com,92,Students,
John,59714,2025-01-28 16:56:00,Link Clicked,1043,https://www.researchgate.net/,researchgate | find and share research access 130+ million publications and connect with 20+ million researchers. join for free and gain visibility by uploading your research.,www.researchgate.net,13,Students,
Youssef,55131,2025-01-28 17:05:00,Other,1089,https://www.youtube.com/followup/youtube,Follow-up on youtube,www.youtube.com,71,Students,
Jessica,28557,2025-01-28 17:10:00,Typed in Address Bar,1056,https://www.healthline.com/,Healthline: Medical information and health advice you can trust.,www.healthline.com,55,Wellness Professionals,
Youssef,58525,2025-01-28 17:13:00,Typed in Address Bar,1018,https://scholar.google.com/,Google Scholar,scholar.google.com,3,Students,
Anna,52765,2025-01-28 17:20:00,Typed in Address Bar,1020,https://drive.google.com/,Google Drive: Sign-in,drive.google.com,26,Workholics,
Youssef,25231,2025-01-28 17:24:00,Link Clicked,1031,https://scholar.google.com/followup/google,Follow-up on Google,scholar.google.com,39,Students,
Mina,50584,2025-01-28 17:32:00,From Bookmark,1161,https://calendar.google.com/followup/google,Follow-up on Google,calendar.google.com,82,Workholics,
Robert,48591,2025-01-28 17:33:00,From Bookmark,1044,https://mail.google.com/followup/gmail,Follow-up on Gmail,mail.google.com,20,Workholics,
Youssef,21234,2025-01-28 17:38:00,Typed in Address Bar,1017,https://www.academia.edu/,"Academia.edu - Find Research Papers, Topics, Researchers",www.academia.edu,58,Students,
Peter,15580,2025-01-28 17:44:00,Typed in Address Bar,1068,https://www.notion.so/followup/the,Follow-up on The,www.notion.so,66,Workholics,
Youssef,84794,2025-01-28 17:46:00,Link Clicked,1031,https://scholar.google.com/followup/google,Follow-up on Google,scholar.google.com,56,Students,
Anna,10900,2025-01-28 17:53:00,Other,1083,https://docs.google.com/followup/follow-up,Follow-up on Follow-up,docs.google.com,98,Workholics,
Mina,67075,2025-01-28 18:03:00,Link Clicked,1161,https://calendar.google.com/followup/google,Follow-up on Google,calendar.google.com,90,Workholics,
Mina,76814,2025-01-28 18:04:00,Link Clicked,1213,https://calendar.google.com/followup/follow-up,Follow-up on Follow-up,calendar.google.com,89,Workholics,
Youssef,35964,2025-01-28 18:05:00,Typed in Address Bar,1030,https://www.coursera.org/,"coursera | online courses & credentials from top educators. join for free learn online and earn valuable credentials from top universities like yale, michigan, stanford, and leading companies like google and ibm. join coursera for free and transform your career with degrees, certificates, specializations, & moocs in data science, computer science, business, and dozens of other topics.",www.coursera.org,66,Students,
Youssef,18967,2025-01-28 18:08:00,Link Clicked,1027,https://www.academia.edu/followup/academia.edu,Follow-up on Academia.edu,www.academia.edu,76,Students,
Anna,69812,2025-01-28 18:12:00,Link Clicked,1032,https://github.com/,"github: where the world builds software · github github is where over 83 million developers shape the future of software, together. contribute to the open source community, manage your git repositories, review code like a pro, track bugs and features, power your ci/cd and devops workflows, and secure code before you commit it.",github.com,64,Workholics,
Peter,38324,2025-01-28 18:14:00,Other,1026,https://docs.google.com/document/d/example,sign in - google accounts,docs.google.com,65,Workholics,
Mina,78612,2025-01-28 18:15:00,From Bookmark,1213,https://calendar.google.com/followup/follow-up,Follow-up on Follow-up,calendar.google.com,95,Workholics,
Youssef,90406,2025-01-28 18:17:00,Other,1030,https://www.coursera.org/,"coursera | online courses & credentials from top educators. join for free learn online and earn valuable credentials from top universities like yale, michigan, stanford, and leading companies like google and ibm. join coursera for free and transform your career with degrees, certificates, specializations, & moocs in data science, computer science, business, and dozens of other topics.",www.coursera.org,37,Students,
Youssef,53348,2025-01-28 18:47:00,Typed in Address Bar,1119,https://www.academia.edu/followup/follow-up,Follow-up on Follow-up,www.academia.edu,7,Students,
Robert,75610,2025-01-28 19:06:00,Typed in Address Bar,1057,https://www.atlassian.com/software/jira,"atlassian | software development and collaboration tools millions of users globally rely on atlassian products every day for improving software development, project management, collaboration, and code quality.",www.atlassian.com,51,Workholics,
Mina,50503,2025-01-28 19:07:00,From Bookmark,1029,https://zoom.us/,"video conferencing, cloud phone, webinars, chat, virtual events | zoom zoom's secure, reliable video platform powers all of your communication needs, including meetings, chat, phone, webinars, and online events.",zoom.us,12,Workholics,
Mina,18452,2025-01-28 19:09:00,Link Clicked,1213,https://calendar.google.com/followup/follow-up,Follow-up on Follow-up,calendar.google.com,11,Workholics,
John,54664,2025-01-28 19:09:00,Link Clicked,1135,https://letterboxd.com/,"letterboxd • social film discovery. letterboxd is a social platform for sharing your taste in film. use it as a diary to record your opinion about films as you watch them, or just to keep track of films you’ve seen in the past. rate, review and tag films as you add them. find and follow your friends to see what they’re enjoying. keep a watchlist of films you’d like to see, and create lists/collections on any topic.",letterboxd.com,83,Entertainment Connoisseur,
Theo,79089,2025-01-28 19:21:00,Typed in Address Bar,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,www.gutenberg.org,72,Book Worm,
Youssef,30382,2025-01-28 19:28:00,Link Clicked,1015,https://www.khanacademy.org/,"khan academy | free online courses, lessons & practice learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. khan academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.",www.khanacademy.org,26,Students,
Anna,23772,2025-01-28 19:35:00,Other,1028,https://slack.com/,"slack is where the future works slack is a new way to communicate with your team. itâs faster, better organized, and more secure than email.",slack.com,79,Workholics,
